"ID universel"	"ID RNE"	"ID Assemblee"	"Nom elu"	"Prenom elu"	"Date naissance"	"Date deces"	"Code sexe"	"Nationalite elu"	"Commune de naissance"	"Departement de naissance"	"Pays de naissance"	"Code profession"	"Libelle profession"
"RNE_0702480"	"702480"	"PA336421"	"COUTELLE"	"CATHERINE"	1945-04-02	NA	"F"	"FRANCAISE"	"LA SAUVAGERE"	"ORNE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0119867"	"119867"	"PA336439"	"CLEMENT"	"JEAN MICHEL"	1954-10-31	NA	"M"	"FRANCAISE"	"MAUPREVOIR"	"VIENNE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0673204"	"673204"	"PA336454"	"BOULESTIN"	"MONIQUE"	1951-03-13	NA	"F"	"FRANCAISE"	"CHALUS"	"HAUTE VIENNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0006710"	"6710"	"PA336576"	"FORT"	"MARIE LOUISE"	1950-12-03	NA	"F"	"FRANCAISE"	"VILLENEUVE LA GUYARD"	"YONNE"	"FRANCE"	NA	NA
"RNE_0754002"	"754002"	"PA336898"	"AMIABLE"	"MARIE HELENE"	1960-03-14	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0331221"	"331221"	"PA336971"	"GOLDBERG"	"DANIEL"	1965-08-24	NA	"M"	"FRANCAISE"	"SAINT DENIS"	"SEINE SAINT DENIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0000337"	NA	"PA337"	"BADRE"	"DENIS"	1943-01-03	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0163128"	"163128"	"PA337084"	"GAUDRON"	"GERARD"	1949-05-26	NA	"M"	"FRANCAISE"	"EVANS"	"JURA"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0001532"	"1532"	"PA337171"	"GONZALES"	"DIDIER"	1960-09-14	NA	"M"	"FRANCAISE"	"SIDI BEL ABBES"	NA	"ALGERIE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0001588"	"1588"	"PA337248"	"GOSNAT"	"PIERRE"	1948-08-20	2015-01-25	"M"	"FRANCAISE"	"PARIS 11EME"	"PARIS"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0014181"	"14181"	"PA337332"	"BODIN"	"CLAUDE"	1952-05-15	NA	"M"	"FRANCAISE"	"VERSAILLES"	"YVELINES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0162945"	"162945"	"PA337421"	"PATERNOTTE"	"YANICK"	1951-12-24	NA	"M"	"FRANCAISE"	"NANCY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0842125"	"842125"	"PA337442"	"MARC"	"JEANNY"	1950-12-02	NA	"F"	"FRANCAISE"	"DESHAIES"	"GUADELOUPE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0140651"	"140651"	"PA337483"	"LETCHIMY"	"SERGE"	1953-01-13	NA	"M"	"FRANCAISE"	"GROS MORNE"	"MARTINIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0822195"	"822195"	"PA337504"	"BERTHELOT"	"CHANTAL"	1958-09-12	NA	"F"	"FRANCAISE"	"MANA"	"GUYANE"	"FRANCE"	NA	"AGRICULTEURS EXPLOITANTS"
"RNE_0047585"	"47585"	"PA337544"	"ROBERT"	"DIDIER"	1964-04-26	NA	"M"	"FRANCAISE"	"SAINT PIERRE"	"LA REUNION"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0024413"	"24413"	"PA337550"	"LEBRETON"	"PATRICK"	1963-09-06	NA	"M"	"FRANCAISE"	"SAINT JOSEPH"	"LA REUNION"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0870229"	"870229"	"PA337568"	"FRUTEAU"	"JEAN CLAUDE"	1947-06-06	NA	"M"	"FRANCAISE"	"SAINT BENOIT"	"LA REUNION"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0867305"	"867305"	"PA337586"	"ALY"	"ABDOULATIFOU"	1960-04-12	NA	"M"	"FRANCAISE"	"DIEGO SUAREZ"	NA	"MADAGASCAR"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0867301"	"867301"	"PA337621"	"SANDRAS"	"BRUNO"	1961-08-04	NA	"M"	"FRANCAISE"	"PAPEETE"	"POLYNESIE FRANCAISE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1154458"	"1154458"	"PA337633"	"GIRARDIN"	"ANNICK"	1964-08-03	NA	"F"	"FRANCAISE"	"SAINT MALO"	"ILLE ET VILAINE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0867309"	"867309"	"PA337635"	"LIKUVALU"	"ALBERT"	1943-11-14	NA	"M"	"FRANCAISE"	"FUTUNA"	"WALLIS ET FUTUNA"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0151903"	"151903"	"PA339"	"BAERT"	"DOMINIQUE"	1959-10-24	NA	"M"	"FRANCAISE"	"TOURCOING"	"NORD"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0023341"	"23341"	"PA340343"	"SAULIGNAC"	"HERVE"	1970-11-06	NA	"M"	"FRANCAISE"	"PRIVAS"	"ARDECHE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0183769"	"183769"	"PA340357"	"VICTORY"	"MICHELE"	1958-10-28	NA	"F"	"FRANCAISE"	"BONE"	NA	"ALGERIE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"ASN_0340419"	NA	"PA340419"	"DURAN"	"ALAIN"	1958-01-02	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1191985"	"1191985"	"PA340432"	"FAURE"	"ALAIN"	1962-10-01	NA	"M"	"FRANCAISE"	"PAMIERS"	"ARIEGE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0339562"	"339562"	"PA340755"	"CHARROUX"	"GABY"	1942-06-25	NA	"M"	"FRANCAISE"	"ALGER"	NA	"ALGERIE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0735148"	"735148"	"PA340853"	"LECLERC"	"SEBASTIEN"	1970-03-28	NA	"M"	"FRANCAISE"	"LISIEUX"	"CALVADOS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001120"	"1120"	"PA341"	"BAGUET"	"PIERRE CHRISTOPHE"	1955-05-11	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0102320"	"102320"	"PA341246"	"LE DISSEZ"	"VIVIANE"	1959-03-22	NA	"F"	"FRANCAISE"	"TREGUIER"	"COTES D ARMOR"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0341272"	NA	"PA341272"	"BOTREL"	"YANNICK"	1951-12-09	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0809012"	"809012"	"PA341339"	"LANGLADE"	"COLETTE"	1956-06-20	NA	"F"	"FRANCAISE"	"SORGES"	"DORDOGNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0341381"	NA	"PA341381"	"LONGEOT"	"JEAN FRANCOIS"	1956-12-27	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0341406"	NA	"PA341406"	"BOURQUIN"	"MARTIAL"	1952-07-23	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0943331"	"943331"	"PA341466"	"THORAVAL"	"MARIE HELENE"	1966-06-03	NA	"F"	"FRANCAISE"	"COUTANCES"	"MANCHE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0843541"	"843541"	"PA341481"	"LEFRAND"	"GUY"	1963-03-11	NA	"M"	"FRANCAISE"	"CAEN"	"CALVADOS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0341924"	NA	"PA341924"	"AJON"	"EMMANUELLE"	1971-06-16	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0870071"	"870071"	"PA341981"	"RECALDE"	"MARIE"	1965-03-12	NA	"F"	"FRANCAISE"	"LANGON"	"GIRONDE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0342154"	NA	"PA342154"	"COMMEINHES"	"FRANCOIS"	1949-11-10	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0057579"	"57579"	"PA342332"	"BEFFARA"	"JEAN MARIE"	1962-10-13	NA	"M"	"FRANCAISE"	"CHATEAUROUX"	"INDRE"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"ASN_0342364"	NA	"PA342364"	"FRANCOIS"	"PATRICE"	1953-09-06	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0160076"	"160076"	"PA342415"	"BATTISTEL"	"MARIE NOELLE"	1956-08-20	NA	"F"	"FRANCAISE"	"GRENOBLE"	"ISERE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0994407"	"994407"	"PA342539"	"DELAUNAY"	"FLORENCE"	1956-06-12	NA	"F"	"FRANCAISE"	"CHINON"	"INDRE ET LOIRE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0342564"	NA	"PA342564"	"LUBIN"	"MONIQUE"	1963-07-16	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0007656"	"7656"	"PA342601"	"BRINDEAU"	"PASCAL"	1974-06-20	NA	"M"	"FRANCAISE"	"VENDOME"	"LOIR ET CHER"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0342665"	NA	"PA342665"	"BONNE"	"BERNARD"	1948-09-18	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0157900"	"157900"	"PA342935"	"DUBOIS"	"MARIANNE"	1957-12-17	NA	"F"	"FRANCAISE"	"CORBEIL ESSONNES"	"ESSONNE"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"RNE_0157418"	"157418"	"PA342997"	"GOUGET"	"JEAN CLAUDE"	1942-11-05	NA	"M"	"FRANCAISE"	"SAINT EUTROPE DE BORN"	"LOT ET GARONNE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0019048"	"19048"	"PA343034"	"JEANNETEAU"	"PAUL"	1957-10-14	NA	"M"	"FRANCAISE"	"ANGERS"	"MAINE ET LOIRE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0343174"	NA	"PA343174"	"ROUXEL"	"ANDRE"	1946-01-17	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0354083"	"354083"	"PA343385"	"MORENVILLIER"	"PHILIPPE"	1965-12-06	NA	"M"	"FRANCAISE"	"NANCY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0379062"	"379062"	"PA343408"	"FOURNEL"	"JEAN MARC"	1958-12-09	NA	"M"	"FRANCAISE"	"LONGWY"	"MEURTHE ET MOSELLE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1037263"	"1037263"	"PA343493"	"ROUILLARD"	"GWENDAL"	1976-04-20	NA	"M"	"FRANCAISE"	"PONTIVY"	"MORBIHAN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0343610"	NA	"PA343610"	"BOROWSKI"	"JOELLE"	1961-06-03	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1044466"	"1044466"	"PA343623"	"GROMMERCH BRANDENBURGER"	"ANNE"	1970-12-11	2016-04-15	"F"	"FRANCAISE"	"THIONVILLE"	"MOSELLE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"ASN_0343775"	NA	"PA343775"	"LHERBIER"	"BRIGITTE"	1956-06-21	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1183921"	"1183921"	"PA343908"	"MARCHAND"	"MARIE CLAUDE"	1954-07-22	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0343988"	NA	"PA343988"	"PACCAUD"	"OLIVIER"	1969-04-13	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0000344"	NA	"PA344"	"BALARELLO"	"JOSE"	1926-12-25	2015-02-25	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0063692"	"63692"	"PA344072"	"LE SOURD"	"DOMINIQUE"	1950-11-15	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	NA
"RNE_0002277"	"2277"	"PA344114"	"COTTEL"	"JEAN JACQUES"	1953-07-17	NA	"M"	"FRANCAISE"	"BAPAUME"	"PAS DE CALAIS"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0001945"	"1945"	"PA344242"	"KEMEL"	"PHILIPPE"	1948-06-28	NA	"M"	"FRANCAISE"	"EMMERIN"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0171041"	"171041"	"PA344492"	"SIRE"	"FERNAND"	1945-03-31	NA	"M"	"FRANCAISE"	"SAINT LAURENT DE LA SALANQUE"	"PYRENEES ORIENTALES"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_1082175"	"1082175"	"PA344545"	"ELKOUBY"	"ERIC"	1973-06-24	NA	"M"	"FRANCAISE"	"STRASBOURG"	"BAS RHIN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0177092"	"177092"	"PA344776"	"NACHURY"	"DOMINIQUE"	1951-06-01	NA	"F"	"FRANCAISE"	"CHAMBERY"	"SAVOIE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0169870"	"169870"	"PA344878"	"DURAND"	"RAYMOND"	1945-10-01	NA	"M"	"FRANCAISE"	"SAINT PRIEST"	"RHONE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0345027"	NA	"PA345027"	"CHAINTRON"	"REMI"	1972-08-25	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1177933"	"1177933"	"PA345264"	"ANTIER"	"EDWIGE"	1942-05-15	NA	"F"	"FRANCAISE"	"TOULON"	"VAR"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0345538"	NA	"PA345538"	"ROBERT"	"YVON"	1949-11-10	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1189500"	"1189500"	"PA345619"	"PHILIPPE"	"EDOUARD"	1970-11-28	NA	"M"	"FRANCAISE"	"ROUEN"	"SEINE MARITIME"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0345676"	NA	"PA345676"	"GAOUYER"	"MARIE FRANCOISE"	1949-08-17	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1184650"	"1184650"	"PA345722"	"LE GRIP"	"CONSTANCE"	1960-11-14	NA	"F"	"FRANCAISE"	"CHATOU"	"YVELINES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0166899"	"166899"	"PA345727"	"MILLET"	"GERARD"	1939-01-20	NA	"M"	"FRANCAISE"	"MELUN"	"SEINE ET MARNE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0345785"	NA	"PA345785"	"THOMAS"	"CLAUDINE"	1961-08-19	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_1118732"	"1118732"	"PA345897"	"RICHARD"	"ARNAUD"	1971-04-30	NA	"M"	"FRANCAISE"	"ROUEN"	"SEINE MARITIME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0198652"	"198652"	"PA345898"	"DUMOULIN"	"CECILE"	1966-11-10	NA	"F"	"FRANCAISE"	"HENNEBONT"	"MORBIHAN"	"FRANCE"	NA	NA
"RNE_0181995"	"181995"	"PA345916"	"PRIMAS"	"SOPHIE"	1962-06-07	NA	"F"	"FRANCAISE"	"SAINT MANDE"	"VAL DE MARNE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0185668"	"185668"	"PA345937"	"POISSON"	"JEAN FREDERIC"	1963-01-22	NA	"M"	"FRANCAISE"	"BELFORT"	"TERRITOIRE DE BELFORT"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0019033"	"19033"	"PA345994"	"DRAPEAU"	"JEAN LUC"	1953-09-26	NA	"M"	"FRANCAISE"	"THOUARS"	"DEUX SEVRES"	"FRANCE"	NA	"PROFESSIONS INTERMEDIAIRES DE L ENSEIGNEMENT DE LA SANTE DE LA FONCTION PUBLIQUE ET ASSIMILES"
"RNE_0001116"	"1116"	"PA346"	"BALKANY"	"PATRICK"	1948-08-16	NA	"M"	"FRANCAISE"	"NEUILLY SUR SEINE"	"HAUTS DE SEINE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0165829"	"165829"	"PA346054"	"MAQUET"	"EMMANUEL"	1968-06-02	NA	"M"	"FRANCAISE"	"DIEPPE"	"SEINE MARITIME"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0029011"	"29011"	"PA346170"	"MOIGNARD"	"JACQUES"	1951-08-08	NA	"M"	"FRANCAISE"	"MONTAUBAN"	"TARN ET GARONNE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0165004"	"165004"	"PA346218"	"MASSON"	"JEAN LOUIS"	1954-02-05	NA	"M"	"FRANCAISE"	"LA GARDE"	"VAR"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0005202"	"5202"	"PA346652"	"MALHERBE"	"GUY"	1946-04-09	NA	"M"	"FRANCAISE"	"MONTPELLIER"	"HERAULT"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0070161"	"70161"	"PA346692"	"BRIAND"	"FRANCOISE"	1951-04-20	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_1181862"	"1181862"	"PA346712"	"DE SALVADOR"	"FRANCOISE"	1952-07-18	NA	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_1157566"	"1157566"	"PA346839"	"BERDOATI"	"ERIC"	1964-05-09	NA	"M"	"FRANCAISE"	"VINCENNES"	"VAL DE MARNE"	"FRANCE"	NA	"CHEFS D ENTREPRISE DE 10 SALARIES OU PLUS"
"RNE_0106246"	"106246"	"PA346876"	"SOLERE"	"THIERRY"	1971-08-17	NA	"M"	"FRANCAISE"	"NANTES"	"LOIRE ATLANTIQUE"	"FRANCE"	NA	"CADRES D ENTREPRISE"
"RNE_0088715"	"88715"	"PA346886"	"LEFEBVRE"	"FREDERIC"	1963-10-14	NA	"M"	"FRANCAISE"	"NEUILLY SUR SEINE"	"HAUTS DE SEINE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001010"	"1010"	"PA347"	"BALLADUR"	"EDOUARD"	1929-05-02	NA	"M"	"FRANCAISE"	"SMYRNE"	NA	"TURQUIE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0347497"	NA	"PA347497"	"MARIE"	"AUDREY"	1974-07-08	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0347627"	NA	"PA347627"	"PEN"	"CATHERINE"	1954-05-09	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000785"	"785"	"PA350"	"BALLIGAND"	"JEAN PIERRE"	1950-05-30	NA	"M"	"FRANCAISE"	"LA NEUVILLE LES DORENGT"	"AISNE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000666"	"666"	"PA356"	"BAPT"	"GERARD"	1946-02-04	NA	"M"	"FRANCAISE"	"SAINT ETIENNE"	"LOIRE"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0000360"	NA	"PA360"	"BARBIER"	"GILBERT"	1940-03-03	NA	"M"	"FRANCAISE"	"AMANCEY"	"DOUBS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0001152"	"1152"	"PA362"	"BARDET"	"JEAN"	1941-06-22	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"RNE_0000751"	"751"	"PA369"	"BAROIN"	"FRANCOIS"	1965-06-21	NA	"M"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"PROFESSIONS LIBERALES ET ASSIMILES"
"ASN_0000375"	NA	"PA375"	"BARRAUX"	"BERNARD"	1935-02-05	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001130"	"1130"	"PA381"	"BARTOLONE"	"CLAUDE"	1951-07-29	NA	"M"	"FRANCAISE"	"TUNIS"	NA	"TUNISIE"	NA	"CADRES D ENTREPRISE"
"ASN_0381810"	NA	"PA381810"	"DANGLOT"	"JEAN CLAUDE"	1950-09-20	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0382672"	NA	"PA382672"	"GOULET"	"NATHALIE"	1958-05-24	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000753"	"753"	"PA384"	"BASCOU"	"JACQUES"	1953-03-31	NA	"M"	"FRANCAISE"	"CASTELNAUDARY"	"AUDE"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000913"	"913"	"PA390"	"BASSOT"	"SYLVIA"	1940-12-18	2014-01-03	"F"	"FRANCAISE"	"PARIS"	"PARIS"	"FRANCE"	NA	"SANS PROFESSION DECLAREE"
"ASN_0391504"	NA	"PA391504"	"PANIS"	"JACQUELINE"	1948-04-16	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0391505"	NA	"PA391505"	"GONTHIER MAURIN"	"BRIGITTE"	1956-04-23	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0392735"	NA	"PA392735"	"MULLER"	"JACQUES"	1954-10-30	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0392736"	NA	"PA392736"	"DESCAMPS"	"BEATRICE"	1951-06-22	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0000901"	"901"	"PA394"	"BATAILLE"	"CHRISTIAN"	1946-05-13	NA	"M"	"FRANCAISE"	"RIEUX EN CAMBRESIS"	"NORD"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0394676"	NA	"PA394676"	"LAMENIE"	"MARC"	1956-07-11	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0001024"	"1024"	"PA395"	"BATEUX"	"JEAN CLAUDE"	1939-05-26	NA	"M"	"FRANCAISE"	"MONT SAINT AIGNAN"	"SEINE MARITIME"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"ASN_0000400"	NA	"PA400"	"BAUDOT"	"JACQUES"	1936-03-09	2007-06-21	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0404073"	NA	"PA404073"	"PINTON"	"LOUIS"	1948-10-24	2016-11-17	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0404656"	NA	"PA404656"	"DUMAS"	"CATHERINE"	1957-07-13	NA	"F"	"FRANCAISE"	NA	NA	NA	NA	NA
"RNE_0162947"	"162947"	"PA405480"	"PUPPONI"	"FRANCOIS"	1962-07-31	NA	"M"	"FRANCAISE"	"NANTUA"	"AIN"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"ASN_0406065"	NA	"PA406065"	"PILLET"	"FRANCOIS"	1950-05-13	NA	"M"	"FRANCAISE"	NA	NA	NA	NA	NA
"ASN_0000408"	NA	"PA408"	"BAYLET"	"JEAN MICHEL"	1946-11-17	NA	"M"	"FRANCAISE"	"TOULOUSE"	"HAUTE GARONNE"	"FRANCE"	NA	NA
"ASN_0408269"	NA	"PA408269"	"VALLET"	"FRANCOISE"	1949-06-03	NA	"F"	"FRANCAISE"	"LUISANT"	"EURE ET LOIR"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
"RNE_0000935"	"935"	"PA410"	"BAYROU"	"FRANCOIS"	1951-05-25	NA	"M"	"FRANCAISE"	"BORDERES"	"PYRENEES ATLANTIQUES"	"FRANCE"	NA	"CADRES DE LA FONCTION PUBLIQUE PROFESSIONS INTELLECTUELLES ET ARTISTIQUES"
"RNE_0000715"	"715"	"PA412"	"BEAUCHAUD"	"JEAN CLAUDE"	1936-09-21	NA	"M"	"FRANCAISE"	"GOND PONTOUVRE"	"CHARENTE"	"FRANCE"	NA	"ANCIENS CADRES ET PROFESSIONS INTERMEDIAIRES"
